"","ID","adj.P.Val","P.Value","t","B","logFC","Gene.ID","Gene.symbol","Gene.title"
"ILMN_1703178","ILMN_1703178",0.00122886212109749,9.5559463311606e-06,5.95122928960524,3.66219661721928,3.08050672190445,"7857","SCG2","secretogranin II"
"ILMN_1724832","ILMN_1724832",0.00127242401407601,1.00071344720333e-05,-5.92971267750205,3.61802206622015,-3.28124875275912,"58495","OVOL2","ovo like zinc finger 2"
"ILMN_1789507","ILMN_1789507",0.00129633469408098,1.04090090768093e-05,5.91137042126767,3.58031634622735,4.06110570784255,"1301","COL11A1","collagen type XI alpha 1 chain"
"ILMN_1794492","ILMN_1794492",0.00129633469408098,1.0424288177561e-05,5.91068747991965,3.57891158584197,3.28379481915521,"3223","HOXC6","homeobox C6"
"ILMN_1910180","ILMN_1910180",0.00130296935605048,1.05635655918314e-05,5.90450905820522,3.56620024120767,2.31403096221661,"8828","NRP2","neuropilin 2"
"ILMN_1695299","ILMN_1695299",0.00130296935605048,1.06240318721144e-05,5.9018527294674,3.56073363121594,3.82956174938421,"27295","PDLIM3","PDZ and LIM domain 3"
"ILMN_1701551","ILMN_1701551",0.00131374647007883,1.12608498738697e-05,5.87478350593274,3.50497371203182,2.14695325159712,"23460","ABCA6","ATP binding cassette subfamily A member 6"
"ILMN_1805519","ILMN_1805519",0.00133471196696156,1.16174726059924e-05,-5.86030275716249,3.4751056043799,-3.8619831979035,"100133941","CD24","CD24 molecule"
"ILMN_1791392","ILMN_1791392",0.00134386361118365,1.20576562335382e-05,-5.84304540551633,3.43947495446214,-2.08455354940079,"57619","SHROOM3","shroom family member 3"
"ILMN_1775587","ILMN_1775587",0.00141936586195062,1.29187190192121e-05,-5.81108141089107,3.37337863172194,-2.26416857341625,"415117","STX19","syntaxin 19"
"ILMN_1702125","ILMN_1702125",0.00142994875244088,1.30782217008466e-05,-5.80540101173209,3.36161878460713,-2.43410887420605,"3217","HOXB7","homeobox B7"
"ILMN_1739297","ILMN_1739297",0.0014669651739261,1.36801712700336e-05,-5.78458575232227,3.31849083006767,-2.69300369691497,"8693","GALNT4","polypeptide N-acetylgalactosaminyltransferase 4"
"ILMN_1729180","ILMN_1729180",0.0015757528639312,1.53123435188911e-05,5.73255300026204,3.21044233423088,2.55509492860941,"2628","GATM","glycine amidinotransferase"
"ILMN_1761199","ILMN_1761199",0.00160587085651458,1.59643415683197e-05,5.71334060595289,3.17046109748351,2.12190720482415,"11309","SLCO2B1","solute carrier organic anion transporter family member 2B1"
"ILMN_1852122","ILMN_1852122",0.00160860405337533,1.60625863147981e-05,-5.7105155364116,3.1645782205128,-3.73019969665687,"151449","GDF7","growth differentiation factor 7"
"ILMN_1723042","ILMN_1723042",0.0016362504000048,1.657750361186e-05,-5.69599266392863,3.1343204321712,-3.82088020753316,"1365","CLDN3","claudin 3"
"ILMN_1741688","ILMN_1741688",0.0016362504000048,1.66278262714225e-05,5.69459822256254,3.13141380085008,3.01179009784624,"119587","CPXM2","carboxypeptidase X, M14 family member 2"
"ILMN_1660729","ILMN_1660729",0.00165143968687398,1.68728474011594e-05,-5.68786989597792,3.11738562867262,-2.07155806273595,"245973","ATP6V1C2","ATPase H+ transporting V1 subunit C2"
"ILMN_1674908","ILMN_1674908",0.0017228404299025,1.8040612463522e-05,-5.65712038644738,3.05320393376381,-3.16163338155459,"3215","HOXB5","homeobox B5"
"ILMN_1736178","ILMN_1736178",0.00172302287011095,1.82709092398987e-05,5.651297482706,3.04103711089801,2.02401135956677,"165","AEBP1","AE binding protein 1"
"ILMN_1741406","ILMN_1741406",0.00172463221057993,1.84403744514798e-05,-5.64706048199752,3.03218140440728,-2.70033649406172,"51361","HOOK1","hook microtubule tethering protein 1"
"ILMN_1726161","ILMN_1726161",0.00174050037459751,1.91219088761739e-05,-5.63041417125627,2.99736807340982,-2.39526864478102,"64065","PERP","PERP, TP53 apoptosis effector"
"ILMN_1705247","ILMN_1705247",0.00194254398468441,2.23346736764346e-05,-5.55934293877426,2.84835933362045,-2.35504670928991,"51703","ACSL5","acyl-CoA synthetase long-chain family member 5"
"ILMN_1721027","ILMN_1721027",0.00194437459192213,2.25081139523526e-05,-5.55580983153828,2.8409361648438,-2.1056593850447,"50801","KCNK4","potassium two pore domain channel subfamily K member 4"
"ILMN_1704294","ILMN_1704294",0.00195467591878345,2.27137262687247e-05,5.55165727569925,2.8322096435645,2.4200202138925,"1001","CDH3","cadherin 3"
"ILMN_1770653","ILMN_1770653",0.00204979605335114,2.40001747067579e-05,-5.52651860647072,2.77933819108943,-3.27721050766776,"114569","MAL2","mal, T-cell differentiation protein 2 (gene/pseudogene)"
"ILMN_1733094","ILMN_1733094",0.00209428720207208,2.48091897033178e-05,5.51140616101619,2.74751851270562,2.11014548800325,"26872","STEAP1","six transmembrane epithelial antigen of the prostate 1"
"ILMN_1736412","ILMN_1736412",0.00209428720207208,2.49837646162444e-05,5.50821126955088,2.74078820500606,3.17436244950915,"269","AMHR2","anti-Mullerian hormone receptor type 2"
"ILMN_1799139","ILMN_1799139",0.00222335621725635,2.75058428326681e-05,5.46444413917299,2.64847154168364,2.18432736710195,"5352","PLOD2","procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
"ILMN_1758816","ILMN_1758816",0.00228828714628241,2.9259906925159e-05,-5.43636072443866,2.58912195153996,-2.19693136564884,"7368","UGT8","UDP glycosyltransferase 8"
"ILMN_1703486","ILMN_1703486",0.00267381273790903,3.60320277940289e-05,5.34206540063876,2.38920866320304,2.11913274031581,"4053","LTBP2","latent transforming growth factor beta binding protein 2"
"ILMN_1765310","ILMN_1765310",0.00279860538223159,3.87029330905531e-05,5.30977500413437,2.32053103903232,3.0484622442681,"140597","TCEAL2","transcription elongation factor A like 2"
"ILMN_1684755","ILMN_1684755",0.00285256584770453,3.98272791001913e-05,-5.29685717257816,2.29302583469427,-2.30136785348448,"81621","KAZALD1","Kazal type serine peptidase inhibitor domain 1"
"ILMN_1687848","ILMN_1687848",0.00292694618211309,4.15123812335219e-05,5.27817761739939,2.2532219638433,4.22688230233876,"730","C7","complement component 7"
"ILMN_1725090","ILMN_1725090",0.00292771407165016,4.1652628068367e-05,5.27665800684705,2.24998227867327,2.43010796168951,"115908","CTHRC1","collagen triple helix repeat containing 1"
"ILMN_1718833","ILMN_1718833",0.00299738029414365,4.36529048872632e-05,-5.25553537187008,2.20492614586758,-2.58455787136359,"7364","UGT2B7","UDP glucuronosyltransferase family 2 member B7"
"ILMN_1721818","ILMN_1721818",0.00299738029414365,4.39047925635769e-05,-5.25294575262633,2.1993991797635,-3.38373565128026,"9071","CLDN10","claudin 10"
"ILMN_1837665","ILMN_1837665",0.00299738029414365,4.39749910124053e-05,-5.25222675358049,2.19786451607087,-2.3668733091977,"100130933","SMIM6","small integral membrane protein 6"
"ILMN_1671295","ILMN_1671295",0.00301004038649378,4.46857937463841e-05,5.24501171188095,2.18246152234091,2.06200402021239,"83643","CCDC3","coiled-coil domain containing 3"
"ILMN_1651343","ILMN_1651343",0.00307161841965604,4.58967266338799e-05,5.23298558270847,2.15677598401888,2.80856109321818,"22801","ITGA11","integrin subunit alpha 11"
"ILMN_1787691","ILMN_1787691",0.00308349967493824,4.63952650779819e-05,-5.22812823539749,2.14639751066242,-2.06636558843982,"163732","CITED4","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4"
"ILMN_1685725","ILMN_1685725",0.00308599411035967,4.67678160143758e-05,-5.22453303914514,2.13871430614513,-3.15380022339183,"286676","ILDR1","immunoglobulin like domain containing receptor 1"
"ILMN_1731044","ILMN_1731044",0.00310665666286031,4.76052863424405e-05,-5.2165567779773,2.12166386027492,-2.06324708480099,"65987","KCTD14","potassium channel tetramerization domain containing 14"
"ILMN_1747546","ILMN_1747546",0.00310665666286031,4.77775969657242e-05,-5.2149334121585,2.11819290357663,-2.370604030274,"10103","TSPAN1","tetraspanin 1"
"ILMN_1726210","ILMN_1726210",0.00321732641496588,5.01796591032101e-05,5.19290503612258,2.07106792593313,2.03254529863562,"338328","GPIHBP1","glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1"
"ILMN_1808114","ILMN_1808114",0.00321761410965526,5.04081133878814e-05,5.19086624268999,2.06670396898252,2.42830216708659,"10894","LYVE1","lymphatic vessel endothelial hyaluronan receptor 1"
"ILMN_1797519","ILMN_1797519",0.00327510098394834,5.20936841877524e-05,5.17610870091746,2.03510402991955,4.24754275646529,"8788","DLK1","delta like non-canonical Notch ligand 1"
"ILMN_1798496","ILMN_1798496",0.0033342643963843,5.35658576024886e-05,-5.16361241090218,2.00832966667045,-3.23466628483683,"3218","HOXB8","homeobox B8"
"ILMN_1673871","ILMN_1673871",0.00337418588815778,5.45642219354813e-05,-5.155335594571,1.99058767990319,-3.97585468424466,"4072","EPCAM","epithelial cell adhesion molecule"
"ILMN_1682928","ILMN_1682928",0.00338598138646362,5.50866745222854e-05,5.15106557739527,1.98143203082592,2.15381933336362,"54504","CPVL","carboxypeptidase, vitellogenic like"
"ILMN_1710170","ILMN_1710170",0.00341414932633079,5.64595481732623e-05,-5.14003882813862,1.957780831246,-2.58918559300334,"8612","PLPP2","phospholipid phosphatase 2"
"ILMN_1725946","ILMN_1725946",0.00341414932633079,5.64696565658172e-05,-5.13995865607388,1.95760882886826,-2.05407585347199,"3664","IRF6","interferon regulatory factor 6"
"ILMN_1735438","ILMN_1735438",0.00354123977366567,5.93693267017518e-05,-5.1175443497293,1.90949731963139,-2.06565587080163,"2824","GPM6B","glycoprotein M6B"
"ILMN_1739582","ILMN_1739582",0.00355782872140215,5.98918721713525e-05,-5.11362397204491,1.90107758507159,-2.08069519342644,"3205","HOXA9","homeobox A9"
"ILMN_1755897","ILMN_1755897",0.00384253322006848,6.60427438963743e-05,-5.06993129759486,1.80714478428036,-3.94883515074957,"7364","UGT2B7","UDP glucuronosyltransferase family 2 member B7"
"ILMN_1746158","ILMN_1746158",0.00393986002309754,6.87599836134639e-05,-5.05193382631783,1.76840317794384,-2.03424818259221,"3237","HOXD11","homeobox D11"
"ILMN_1759598","ILMN_1759598",0.00393989665750417,6.89347004980184e-05,-5.05080149470319,1.7659647516872,-3.07622949936185,"1749","DLX5","distal-less homeobox 5"
"ILMN_1698659","ILMN_1698659",0.00396870703376149,7.02368739671274e-05,-5.04245307923981,1.74798334875377,-2.65615483931208,"55808","ST6GALNAC1","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1"
"ILMN_1713995","ILMN_1713995",0.00397660270573495,7.06554713037822e-05,-5.03980282322402,1.74227377218183,-3.50190953278673,"6337","SCNN1A","sodium channel epithelial 1 alpha subunit"
"ILMN_1809636","ILMN_1809636",0.00400299687506187,7.18093235983989e-05,-5.03257938147115,1.72670886743753,-2.8851924257214,"84281","C2orf88","chromosome 2 open reading frame 88"
"ILMN_1695935","ILMN_1695935",0.00400299687506187,7.20430730802021e-05,5.03113043922878,1.72358617767177,2.0061908712421,"57537","SORCS2","sortilin related VPS10 domain containing receptor 2"
"ILMN_1713846","ILMN_1713846",0.00400299687506187,7.21167047422635e-05,-5.03067500961764,1.72260462059432,-2.68097625546609,"57460","PPM1H","protein phosphatase, Mg2+/Mn2+ dependent 1H"
"ILMN_1679194","ILMN_1679194",0.00402233911707856,7.30429628029553e-05,-5.02498595898921,1.71034188669421,-3.94203274721732,"7364","UGT2B7","UDP glucuronosyltransferase family 2 member B7"
"ILMN_1737184","ILMN_1737184",0.00413183937695661,7.63093208840129e-05,-5.00549408147943,1.66830625534234,-3.07426658534502,"83879","CDCA7","cell division cycle associated 7"
"ILMN_1722622","ILMN_1722622",0.00417272980894135,7.75135836171996e-05,4.99852112552977,1.65326077659558,2.50489981227207,"9332","CD163","CD163 molecule"
"ILMN_1791511","ILMN_1791511",0.00419549451369262,7.97093907519033e-05,4.98608597831151,1.6264194986404,2.0713793316715,"55365","TMEM176A","transmembrane protein 176A"
"ILMN_1708130","ILMN_1708130",0.00426358843140582,8.2723804373282e-05,-4.96957089005013,1.59075190674719,-2.7470001099556,"26298","EHF","ETS homologous factor"
"ILMN_1723564","ILMN_1723564",0.0042777120883891,8.39174730369266e-05,-4.96319967453122,1.57698604994895,-2.84529321686148,"1366","CLDN7","claudin 7"
"ILMN_1671092","ILMN_1671092",0.00437461513873018,8.65915955530032e-05,-4.94925473841944,1.54684471959558,-2.40610926204428,"64321","SOX17","SRY-box 17"
"ILMN_1685194","ILMN_1685194",0.0045049746935845,9.07643025791778e-05,-4.92834653654672,1.50162356748116,-3.26957512899909,"9071","CLDN10","claudin 10"
"ILMN_1711888","ILMN_1711888",0.00468404206749062,9.76076458465018e-05,-4.89608512123243,1.43178034880458,-2.25891323922146,"23242","COBL","cordon-bleu WH2 repeat protein"
"ILMN_1790692","ILMN_1790692",0.00484203982510802,0.000102475901392955,-4.8745043575877,1.38501571551681,-3.51433369364957,"10578","GNLY","granulysin"
"ILMN_1723324","ILMN_1723324",0.00492276611340748,0.000105054391056237,-4.86349213615404,1.36113937256768,-3.10210174061142,"828","CAPS","calcyphosine"
"ILMN_1656951","ILMN_1656951",0.00493808118948126,0.000105602109805202,-4.86118830259542,1.35614315231734,-2.5947990125886,"147495","APCDD1","APC down-regulated 1"
"ILMN_1751346","ILMN_1751346",0.00501465935941704,0.000109009517290381,-4.84712293376978,1.32563188156619,-2.9699403062294,"2065","ERBB3","erb-b2 receptor tyrosine kinase 3"
"ILMN_1810233","ILMN_1810233",0.0050468562206653,0.000110824351242462,-4.83981262540174,1.30976840428386,-2.92385466339529,"10720","UGT2B11","UDP glucuronosyltransferase family 2 member B11"
"ILMN_1763196","ILMN_1763196",0.00505063657482968,0.000111353671667035,-4.83770335735986,1.30519055515657,-2.60232220734174,"256764","WDR72","WD repeat domain 72"
"ILMN_1767129","ILMN_1767129",0.0050514038387985,0.000112631919205669,-4.83265139743304,1.29422475716003,-2.6043194889156,"6833","ABCC8","ATP binding cassette subfamily C member 8"
"ILMN_1793025","ILMN_1793025",0.0050514038387985,0.000113225124103762,4.83032663893064,1.28917802625518,2.46387199154107,"84709","MGARP","mitochondria localized glutamic acid rich protein"
"ILMN_1681780","ILMN_1681780",0.00516661556566008,0.000118150466775984,4.81148862887303,1.24826941231505,2.80902560912683,"283078","MKX","mohawk homeobox"
"ILMN_1757660","ILMN_1757660",0.00525160241784092,0.000122977478966804,-4.79378450380841,1.20980097325246,-2.55838009416484,"828","CAPS","calcyphosine"
"ILMN_1747650","ILMN_1747650",0.00538382031808662,0.00012678726768613,4.78030212702306,1.18049166645157,2.1575639236707,"654","BMP6","bone morphogenetic protein 6"
"ILMN_1815205","ILMN_1815205",0.00541088966114738,0.000128515893962002,4.77431970151475,1.16748264467182,2.16741057053169,"4069","LYZ","lysozyme"
"ILMN_1753101","ILMN_1753101",0.00541979301929733,0.000129550126957975,-4.77077932889161,1.15978286326856,-3.39767869679436,"79679","VTCN1","V-set domain containing T cell activation inhibitor 1"
"ILMN_1686573","ILMN_1686573",0.00558337029698835,0.000135927054903927,-4.74956372534561,1.11362519315711,-3.95857987160578,"1672","DEFB1","defensin beta 1"
"ILMN_1709139","ILMN_1709139",0.0055858668025976,0.000136481436037488,4.74776726393478,1.10971541292488,2.73938941419489,"633","BGN","biglycan"
"ILMN_1791826","ILMN_1791826",0.00563561495328902,0.000139439949358983,-4.73830363252405,1.08911563369039,-3.22314045276798,"57111","RAB25","RAB25, member RAS oncogene family"
"ILMN_1752208","ILMN_1752208",0.00571837687703079,0.000142750980228975,-4.72795079217945,1.06657393504035,-2.62836347176134,"80157","CWH43","cell wall biogenesis 43 C-terminal homolog"
"ILMN_1779517","ILMN_1779517",0.00580310344022586,0.000147400352157247,-4.71381685445845,1.03578895301599,-2.18690090773972,"158158","RASEF","RAS and EF-hand domain containing"
"ILMN_1749150","ILMN_1749150",0.00584149764844178,0.000149303548176152,-4.70816107998376,1.02346681610324,-2.59737663874815,"59350","RXFP1","relaxin/insulin like family peptide receptor 1"
"ILMN_1658356","ILMN_1658356",0.0068523648894637,0.000185894580573972,-4.61166970932376,0.812965682135509,-2.99015440080785,"25891","PAMR1","peptidase domain containing associated with muscle regeneration 1"
"ILMN_1810199","ILMN_1810199",0.00689195105428727,0.000187793361927468,-4.60720245340261,0.80320822688068,-3.01569404676259,"80150","ASRGL1","asparaginase like 1"
"ILMN_1758731","ILMN_1758731",0.00689195105428727,0.000188019334270786,-4.60667385457589,0.802053587264125,-2.63524018396207,"1573","CYP2J2","cytochrome P450 family 2 subfamily J member 2"
"ILMN_1752042","ILMN_1752042",0.00689195105428727,0.000189334856214158,-4.60360926547356,0.795359212014516,-2.00469261618238,"3898","LAD1","ladinin 1"
"ILMN_1730007","ILMN_1730007",0.00689195105428727,0.000189861746030583,-4.60238788056177,0.792691056110365,-2.04438356683049,"10205","MPZL2","myelin protein zero like 2"
"ILMN_1769580","ILMN_1769580",0.00701766883836716,0.000195340050729966,4.5898880053769,0.765380515418971,2.21965680170465,"167681","PRSS35","protease, serine 35"
"ILMN_1809537","ILMN_1809537",0.00715463761106417,0.000200920616976114,-4.57751417646452,0.738338062180451,-2.31396886100522,"5648","MASP1","mannan binding lectin serine peptidase 1"
"ILMN_1653372","ILMN_1653372",0.00715463761106417,0.000201465767512283,-4.57632409724883,0.735736820959739,-2.08003241423937,"148229","ATP8B3","ATPase phospholipid transporting 8B3"
