"","ID","adj.P.Val","P.Value","t","B","logFC","Gene.ID","Gene.symbol","Gene.title"
"209043_at","209043_at",1.11383664754353e-10,3.38167840085289e-13,-14.9483100576879,20.3447974461688,-2.04172230807635,"9061","PAPSS1","3'-phosphoadenosine 5'-phosphosulfate synthase 1"
"225782_at","225782_at",1.28605493717662e-10,4.00640167344741e-13,14.8256554728759,20.1775314609077,2.42845193290846,"253827","MSRB3","methionine sulfoxide reductase B3"
"201641_at","201641_at",1.30828164808427e-10,4.14472247135836e-13,14.8011967781271,20.144026702573,2.79004161313466,"684","BST2","bone marrow stromal cell antigen 2"
"225004_at","225004_at",1.40048459718081e-10,4.51077461471195e-13,-14.7403548323227,20.06046453972,-2.3564162253325,"84336","TMEM101","transmembrane protein 101"
"205044_at","205044_at",1.61556447196501e-10,5.28882186291942e-13,-14.6265151646735,19.9032742069221,-4.86767974411766,"2568","GABRP","gamma-aminobutyric acid type A receptor pi subunit"
"213147_at","213147_at",2.10616435811047e-10,7.22850642996889e-13,-14.4050853729053,19.5943511440103,-2.81575551856621,"3206","HOXA10","homeobox A10"
"201615_x_at","201615_x_at",2.18496531676669e-10,7.61432551383926e-13,14.3684990085035,19.5429005929022,2.46383885639105,"800","CALD1","caldesmon 1"
"238447_at","238447_at",2.22822334950261e-10,7.82390056190526e-13,14.3494250476267,19.5160310707173,2.4590306232019,"27303","RBMS3","RNA binding motif single stranded interacting protein 3"
"230722_at","230722_at",2.31526150537427e-10,8.3495743739656e-13,14.3038272526435,19.4516685021057,2.47836333485467,"54796","BNC2","basonuclin 2"
"218857_s_at","218857_s_at",2.31526150537427e-10,8.40253276966256e-13,-14.2994000442434,19.4454096739187,-3.54250450550918,"80150","ASRGL1","asparaginase like 1"
"228109_at","228109_at",2.31526150537427e-10,8.60276664029224e-13,14.2829192073076,19.4220952821766,2.98865957317378,"5924","RASGRF2","Ras protein specific guanine nucleotide releasing factor 2"
"206893_at","206893_at",2.31526150537427e-10,8.61080486901405e-13,-14.2822659496388,19.4211706686081,-2.92480312848094,"6299","SALL1","spalt like transcription factor 1"
"231001_at","231001_at",2.31526150537427e-10,8.63682711508674e-13,14.2801554915629,19.4181832936781,2.28101695180851,"387758","FIBIN","fin bud initiation factor homolog (zebrafish)"
"209168_at","209168_at",2.31526150537427e-10,8.74075704283543e-13,-14.271791981896,19.4063408103458,-2.35003649698401,"2824","GPM6B","glycoprotein M6B"
"209529_at","209529_at",2.31851752873626e-10,8.81425957384291e-13,-14.2659392219755,19.3980498159408,-2.34977841157144,"8612","PLPP2","phospholipid phosphatase 2"
"221874_at","221874_at",2.553682230327e-10,9.91053613860469e-13,-14.1842100739074,19.2819569831108,-3.00419548234385,"57535","KIAA1324","KIAA1324"
"218854_at","218854_at",2.81285665254075e-10,1.12134049985124e-12,14.098509187928,19.1595863318389,2.29095202869668,"29940","DSE","dermatan sulfate epimerase"
"216733_s_at","216733_s_at",2.81650010961403e-10,1.13022867274231e-12,14.0930452134816,19.1517622284038,2.88243277217929,"2628","GATM","glycine amidinotransferase"
"226424_at","226424_at",2.82669634283762e-10,1.14178293588404e-12,-14.0860086660672,19.1416823574353,-2.53601501705923,"828","CAPS","calcyphosine"
"219331_s_at","219331_s_at",2.8858282977346e-10,1.17328675709153e-12,14.0671925772638,19.1147065014198,2.96603793175574,"55220","KLHDC8A","kelch domain containing 8A"
"213150_at","213150_at",2.88744227620031e-10,1.18156595599305e-12,-14.0623348189922,19.1077369822629,-3.89059838596205,"3206","HOXA10","homeobox A10"
"229225_at","229225_at",2.91299615200294e-10,1.19971328927731e-12,14.0518096421093,19.0926290505706,2.55228132869676,"8828","NRP2","neuropilin 2"
"235570_at","235570_at",2.95238286616842e-10,1.22416649557654e-12,14.0378859555784,19.072627594111,2.47622457927321,"27303","RBMS3","RNA binding motif single stranded interacting protein 3"
"205666_at","205666_at",2.95238286616842e-10,1.23152355682615e-12,14.0337533639173,19.066687751269,2.50495687553052,"2326","FMO1","flavin containing monooxygenase 1"
"222764_at","222764_at",3.00481387639712e-10,1.26132690835615e-12,-14.0172708440589,19.0429818758914,-3.47288649599603,"80150","ASRGL1","asparaginase like 1"
"227758_at","227758_at",3.01599232921821e-10,1.27398165868027e-12,14.0103943057443,19.0330845130471,2.26898721807122,"85004","RERG","RAS like estrogen regulated growth inhibitor"
"222871_at","222871_at",3.15590223272901e-10,1.35894845334663e-12,13.965985852861,18.9690649982314,2.17730145064997,"55220","KLHDC8A","kelch domain containing 8A"
"205225_at","205225_at",3.15590223272901e-10,1.36640785196567e-12,-13.9622258642969,18.9636363952731,-2.92133020787789,"2099","ESR1","estrogen receptor 1"
"1552911_at","1552911_at",3.54869649130207e-10,1.61142562042335e-12,13.8493171103903,18.8000230003049,2.26715492507699,"114132","SIGLEC11","sialic acid binding Ig like lectin 11"
"225162_at","225162_at",3.58014277004285e-10,1.67264371619925e-12,13.8238935946902,18.7630221002242,2.34093806647872,"152503","SH3D19","SH3 domain containing 19"
"206637_at","206637_at",3.58014277004285e-10,1.67296391123498e-12,-13.8237631767965,18.7628321399783,-3.64786317460842,"9934","P2RY14","purinergic receptor P2Y14"
"225016_at","225016_at",3.70793130556684e-10,1.74829260288675e-12,-13.7937808822724,18.7191200235454,-2.88017771588219,"147495","APCDD1","APC down-regulated 1"
"202376_at","202376_at",3.89450730655685e-10,1.8661599457865e-12,13.7494616688801,18.6543543616201,2.40096594348402,"12","SERPINA3","serpin family A member 3"
"220994_s_at","220994_s_at",3.89450730655685e-10,1.87798913067554e-12,-13.7451753991154,18.648081047118,-2.14513334765281,"29091","STXBP6","syntaxin binding protein 6"
"225242_s_at","225242_s_at",3.89450730655685e-10,1.88155350625668e-12,13.7438893579432,18.646198487679,2.50360449677917,"151887","CCDC80","coiled-coil domain containing 80"
"219895_at","219895_at",4.00096921208033e-10,1.96280530870153e-12,13.7152407571142,18.6042218998492,4.21335581857338,"55026","TMEM255A","transmembrane protein 255A"
"209692_at","209692_at",4.00096921208033e-10,1.96786188482976e-12,-13.7134987989506,18.6016670959196,-3.54032351898178,"2139","EYA2","EYA transcriptional coactivator and phosphatase 2"
"230030_at","230030_at",4.00096921208033e-10,1.97936849164525e-12,13.709552121776,18.5958777514606,2.79857146251514,"90161","HS6ST2","heparan sulfate 6-O-sulfotransferase 2"
"230560_at","230560_at",4.24034667664184e-10,2.12700213464795e-12,-13.6609307223107,18.5244370156394,-3.25419027429665,"29091","STXBP6","syntaxin binding protein 6"
"201689_s_at","201689_s_at",4.31295792302725e-10,2.20897047644355e-12,-13.6354278244598,18.4868771035514,-2.40204665465549,"7163","TPD52","tumor protein D52"
"214079_at","214079_at",4.43601924451467e-10,2.28371020824848e-12,13.6130169347842,18.4538209819448,3.82193777663391,"10202","DHRS2","dehydrogenase/reductase 2"
"201496_x_at","201496_x_at",4.50581222275278e-10,2.34963722155048e-12,13.5938723650856,18.4255455506973,3.76914486093984,"4629","MYH11","myosin heavy chain 11"
"228224_at","228224_at",4.50581222275278e-10,2.35532715588218e-12,13.5922463064293,18.4231423765466,3.03926199433296,"5549","PRELP","proline and arginine rich end leucine rich repeat protein"
"226824_at","226824_at",4.53316165226797e-10,2.38159134273543e-12,13.5847931077239,18.4121240271119,2.85800070021766,"119587","CPXM2","carboxypeptidase X, M14 family member 2"
"214374_s_at","214374_s_at",4.63031682883378e-10,2.46930672006026e-12,13.5605063617242,18.3761838978188,2.68084997054016,"8496","PPFIBP1","PPFIA binding protein 1"
"239270_at","239270_at",5.1986940330223e-10,2.80180975935812e-12,13.4759476874039,18.2506193130734,2.54709534998862,"345557","PLCXD3","phosphatidylinositol specific phospholipase C X domain containing 3"
"224061_at","224061_at",5.1986940330223e-10,2.81359173337972e-12,13.4731460150439,18.2464474549217,2.25810381070281,"11185","INMT","indolethylamine N-methyltransferase"
"226103_at","226103_at",5.28959783223959e-10,2.90468437907449e-12,13.4518877178013,18.214768376607,3.04110155143491,"91624","NEXN","nexilin F-actin binding protein"
"226625_at","226625_at",5.45324761992441e-10,3.00894649285654e-12,13.4283902270623,18.1797026285682,2.70994754982927,"7049","TGFBR3","transforming growth factor beta receptor 3"
"206858_s_at","206858_s_at",5.66131718345078e-10,3.16859190794542e-12,13.394002403897,18.1282904934694,3.50494944298419,"3223","HOXC6","homeobox C6"
"209772_s_at","209772_s_at",5.75709555848452e-10,3.23739731231111e-12,-13.3797331956004,18.1069240094382,-3.39915182716745,"100133941","CD24","CD24 molecule"
"219949_at","219949_at",6.27432223753497e-10,3.61900077095536e-12,13.3059109644753,17.9960731018706,2.44570425941319,"79442","LRRC2","leucine rich repeat containing 2"
"204939_s_at","204939_s_at",6.44829349931001e-10,3.74524676553198e-12,13.2832582365265,17.9619531790184,3.12540537657526,"5350","PLN","phospholamban"
"203954_x_at","203954_x_at",6.52929445496264e-10,3.80953079504394e-12,-13.2720265019559,17.945017447649,-2.0885729101328,"1365","CLDN3","claudin 3"
"222853_at","222853_at",6.69358470914056e-10,3.9230577259338e-12,13.2526637016861,17.915792783054,2.50462465789851,"23767","FLRT3","fibronectin leucine rich transmembrane protein 3"
"231729_s_at","231729_s_at",6.73179337905192e-10,3.96322383317118e-12,-13.2459521955425,17.9056545328137,-2.84837376052131,"828","CAPS","calcyphosine"
"232914_s_at","232914_s_at",6.90347226682402e-10,4.0825222761724e-12,13.2264271279879,17.8761356680094,2.31425141960182,"54843","SYTL2","synaptotagmin like 2"
"204731_at","204731_at",7.03538610339782e-10,4.17910627082874e-12,13.2110489925617,17.852860368151,2.91739529068393,"7049","TGFBR3","transforming growth factor beta receptor 3"
"204082_at","204082_at",7.20370814122165e-10,4.31160194867712e-12,13.190543195896,17.8217885526085,2.08429141109284,"5090","PBX3","PBX homeobox 3"
"235979_at","235979_at",7.20370814122165e-10,4.33076734807582e-12,13.1876313490242,17.8173730125608,2.63977061273795,"730","C7","complement component 7"
"228551_at","228551_at",7.20370814122165e-10,4.33614619620502e-12,13.1868165326497,17.816137273346,2.1008145592752,"160518","DENND5B","DENN domain containing 5B"
"219304_s_at","219304_s_at",7.29062324298682e-10,4.42695851387869e-12,13.1732161266831,17.7955015683095,2.6334793647362,"80310","PDGFD","platelet derived growth factor D"
"202746_at","202746_at",7.42414680532706e-10,4.5276358625866e-12,13.1584730118943,17.7731117425997,3.11067282991154,"9452","ITM2A","integral membrane protein 2A"
"202454_s_at","202454_s_at",7.50890823975662e-10,4.61897571113388e-12,-13.1453889808114,17.7532237927282,-2.36320691061052,"2065","ERBB3","erb-b2 receptor tyrosine kinase 3"
"229273_at","229273_at",7.54917837354398e-10,4.66367743653121e-12,-13.1390832847218,17.7436330728686,-3.19937656906999,"6299","SALL1","spalt like transcription factor 1"
"219993_at","219993_at",7.58196566845899e-10,4.70394934285829e-12,-13.1334559965352,17.7350709124069,-3.28995954653106,"64321","SOX17","SRY-box 17"
"203706_s_at","203706_s_at",8.27556417948902e-10,5.26535447293113e-12,13.0598397994618,17.6227756560113,3.37486854840892,"8324","FZD7","frizzled class receptor 7"
"202949_s_at","202949_s_at",9.37502284048528e-10,6.06389090215665e-12,12.9680952212511,17.4820819497593,2.3252160010419,"2274","FHL2","four and a half LIM domains 2"
"242541_at","242541_at",9.82226433025737e-10,6.37910403200621e-12,12.9352912955291,17.4315740414005,2.12490730456178,"10350","ABCA9","ATP binding cassette subfamily A member 9"
"205782_at","205782_at",1.04727435527683e-09,6.85685728149989e-12,12.8886512095148,17.3595786994062,2.8125784982089,"2252","FGF7","fibroblast growth factor 7"
"228400_at","228400_at",1.09435583565816e-09,7.2228987516379e-12,-12.8551458700313,17.3077248138468,-2.12588535765117,"57619","SHROOM3","shroom family member 3"
"211726_s_at","211726_s_at",1.15565915801379e-09,7.71903920422116e-12,12.8124440427914,17.2414753961928,2.47756603112876,"2327","FMO2","flavin containing monooxygenase 2"
"1554697_at","1554697_at",1.16633624062707e-09,7.82114697500593e-12,-12.804010078739,17.2283689619412,-2.10532561868069,"56999","ADAMTS9","ADAM metallopeptidase with thrombospondin type 1 motif 9"
"225496_s_at","225496_s_at",1.19775311817656e-09,8.18992707132715e-12,12.7744740924022,17.1824134771407,2.25080528765735,"54843","SYTL2","synaptotagmin like 2"
"235723_at","235723_at",1.2901156971689e-09,8.92365786626147e-12,12.7196100803932,17.0968163299472,2.10739006465404,"54796","BNC2","basonuclin 2"
"236144_at","236144_at",1.29083701174372e-09,9.0041228594678e-12,12.7138805767817,17.0878597875203,2.62820309459364,"119587","CPXM2","carboxypeptidase X, M14 family member 2"
"243349_at","243349_at",1.3780694745096e-09,9.71393816183705e-12,-12.665528135339,17.0121411130767,-2.06026346995465,"57535","KIAA1324","KIAA1324"
"219873_at","219873_at",1.39648640357364e-09,9.9174941274964e-12,12.6523374622612,16.9914436131251,2.5816820422017,"78989","COLEC11","collectin subfamily member 11"
"201839_s_at","201839_s_at",1.4742476615437e-09,1.06254187549879e-11,-12.6085581256088,16.9226222842562,-4.63534619751128,"4072","EPCAM","epithelial cell adhesion molecule"
"209170_s_at","209170_s_at",1.55753998790578e-09,1.13434648871904e-11,-12.5671436194796,16.8573381196424,-2.53890179829314,"2824","GPM6B","glycoprotein M6B"
